,adview,views,likes,dislikes,comment,published,duration,category
683,1531,224975,1743,392,190,813,261,6
684,7,953068,458,142,111,1962,86,7
685,2,658257,556,124,53,1200,137,3
686,5,114396,547,119,66,1729,322,3
687,1,146866,131,19,1,1399,69,3
688,1,38042,33,16,0,2305,367,3
689,1,76417,151,16,18,2227,287,6
690,41,1083804,1292,320,59,2081,684,3
691,1,239,0,0,0,1331,1347,7
692,1,167475,122,25,28,1792,96,7
693,1,669,0,0,0,1690,80,3
694,1,914,7,0,0,138,32,3
695,3,2146751,2499,460,196,2,815,6
696,1,211679,1342,47,221,1024,241,5
697,2,662452,5557,73,236,2370,429,6
698,1,4711588,25274,3654,1962,1580,124,3
699,2,121,3,0,0,2182,31,3
700,35,1224966,1672,148,53,2012,179,3
701,3,224589,130,24,12,1411,166,3
702,9,147827,57,14,5,999,108,3
703,1,176443,1588,25,102,522,484,3
704,3,59812,327,12,142,480,1237,3
705,4,794566,1848,302,147,983,5571,3
706,2,182616,292,10,6,1398,36,3
707,1,30579,644,5,66,291,248,6
708,4329,4837,5,3,1,1209,213,6
709,3,2333,8,1,1,2112,634,6
710,1,874141,1659,212,241,919,9948,3
711,1,1746080,3448,85,528,1366,3529,6
712,1,53907,32,27,11,1148,5132,4
713,35,851767,267,119,11,478,92,3
714,2,138971,551,51,47,1397,2476,6
715,1,58196,127,7,7,2073,312,6
716,10,2392130,26895,431,2832,371,405,1
717,1,74549,33,3,31,2254,596,3
718,8,3031333,9357,266,515,57,255,6
719,23,140148,494,23,88,590,331,2
720,22,275262,1149,18,277,1885,130,6
721,1,76683,698,56,50,1890,2013,3
722,1,18007,92,5,10,2021,981,1
723,2,49248,322,1,7,2217,106,2
724,100,56402,597,20,40,614,379,5
725,23,1914510,2801,498,318,833,7724,3
726,4909,810060,2597,124,163,875,53,3
727,1,9009,41,4,9,1871,796,3
728,1,279565,2079,28,59,2281,372,4
729,3,395461,358,48,35,260,144,3
730,3,10544,202,5,43,2102,277,5
731,1,30835,209,5,15,32,233,3
732,30,22053,243,12,46,129,152,3
733,1,1326548,2736,124,205,135,413,1
734,11,266514,1709,254,965,261,142,3
735,1,226147,741,27,33,557,352,3
736,1,19901,559,8,22,1084,636,3
737,1,2202,1,1,0,514,563,4
738,1,35387,483,47,444,734,366,3
739,1,253920,670,40,79,2078,347,0
740,2,171764,2611,156,51,1255,263,3
741,2,160562,1885,14,235,178,395,5
742,4,1639581,19691,3317,5627,2371,387,3
743,24,6584151,2040,1516,90,1161,159,3
744,5,1182272,10431,535,346,242,444,3
745,4,2740,15,2,1,1377,28,4
746,1,23529,84,2,24,2075,210,3
747,1,9963,65,2,4,1553,185,1
748,2,1289482,4051,634,260,2073,308,7
749,1,102180,221,15,15,1436,650,3
750,1,43808,59,10,21,1936,11210,4
751,2,289122,734,114,22,1239,1129,3
752,1,144352,170,8,16,941,97,4
753,12,2238459,15128,278,396,1137,211,6
754,4,3025248,7663,545,929,1148,5225,4
755,3,1009854,260,199,40,1084,284,7
756,1,1186729,1152,295,96,846,9781,3
757,5,960475,621,391,73,1823,2650,3
758,1,361880,7123,469,3277,263,304,3
759,27,99841,1270,11,99,32,52,4
760,4,397,0,0,1,410,38,3
761,13,750238,6013,600,517,1937,291,1
762,7,493176,626,78,21,1621,1000,2
763,2,6500,71,27,12,858,228,6
764,1,12250,0,0,0,2120,287,3
765,2,2850562,8733,1319,395,1458,490,4
766,2,97133,0,0,11,1384,3485,7
767,1,455881,2975,35,95,556,606,4
768,4,2456930,21748,1393,5595,34,171,3
769,2,67541,691,19,66,529,363,3
770,3,4662,4,0,0,1374,851,3
771,1,49444,9,0,6,370,46,3
772,3,2276,3,0,0,1613,332,6
773,4,626951,6963,122,251,1044,218,1
774,4,525905,530,346,0,442,189,7
775,23,2042,6,0,2,1179,61,3
776,1,161036,187,23,12,1522,119,7
777,1,115831,836,30,53,461,4783,2
778,2,33349,72,8,2,73,144,5
779,1,407068,1648,48,92,1421,366,6
780,6,1174320,3243,215,140,43,267,3
781,1,456578,1587,253,4777,1616,423,3
782,8,104197,74,16,1,600,2569,4
783,14,139620,452,13,105,1885,120,6
784,12,265367,755,66,97,2113,1835,3
785,1,289507,972,77,56,1713,163,6
786,1,1169774,5269,228,244,1029,240,6
787,1,3462,35,1,0,2090,6251,2
788,1,924783,4636,627,2125,1186,166,5
789,1,354295,248,149,7,3,7571,4
790,1,28750,49,3,4,2230,639,4
791,1,75114,68,5,7,1874,69,4
792,4,1012490,5080,175,1307,1065,253,3
793,37,8060603,24124,2897,2733,2224,183,6
794,1,151696,1674,13,222,677,303,5
795,2,233652,2441,46,231,2366,263,5
796,1,146228,448,27,91,862,355,6
797,4,56642,92,5,21,1475,667,4
798,1,14223,498,15,10,1930,220,6
799,5,694410,758,74,83,1374,6230,6
800,2,516191,5755,186,1366,1090,3183,3
801,1,346730,833,87,57,1541,280,6
802,4,106010,304,41,0,61,451,1
803,2,662499,294,190,31,2032,130,3
804,1,787155,509,159,162,1128,5398,6
805,1,166285,794,26,97,587,499,0
806,1,152,1,0,1,2211,241,3
807,13,2171205,7006,275,904,124,223,6
808,7,1224,3,0,0,437,31,3
809,5,747691,4506,138,137,1306,741,4
810,2,665167,2909,142,171,2153,519,3
811,2,452892,1906,304,772,1368,215,5
812,4,5116708,29012,453,2454,2215,209,3
813,4,358725,539,185,153,2157,100,7
814,14,629525,607,315,155,1780,2193,3
815,5,235551,567,31,13,1282,438,3
816,233,2574107,5209,385,116,1221,185,3
817,28,2838,38,0,1,71,17,5
818,2,701744,1248,209,130,872,9180,3
819,1,161926,1915,54,313,891,1612,4
820,1445,16565,31,6,1,930,97,2
821,25,42375,294,22,32,288,126,3
822,1,350294,1122,209,222,1047,2290,3
823,17,4279629,15893,435,1158,1571,226,6
824,1,128570,68,37,13,1726,2388,3
825,1,196706,1182,75,180,677,783,3
826,1,146407,313,15,13,1209,193,4
827,1,5865,10,1,2,479,320,6
828,1,830303,1200,199,332,2240,349,7
829,1,113852,190,37,12,1482,3011,3
830,87,864956,2648,318,347,1252,1271,6
831,6,527446,1656,173,134,784,3120,6
832,4,446502,544,54,23,1454,344,3
833,1,1335,13,2,0,1718,230,3
834,326,1723687,1593,257,122,246,2025,6
835,9478,345929,2609,83,234,949,228,6
836,54,4046966,7784,1534,521,448,221,2
837,1,47196,242,9,21,1989,1248,6
838,16,1634479,3063,557,270,481,10360,3
839,2,111885,2680,36,1317,1962,151,5
840,1,146244,594,38,19,2219,83,3
841,1,83537,185,20,9,2192,178,3
842,6,20404,32,12,0,2076,686,4
843,17,1436705,384,224,17,1889,114,3
844,1,2294,11,0,0,461,66,4
845,4,3909300,18481,421,1507,2313,359,1
846,827,6074,17,3,0,2305,1818,3
847,4,120914,570,17,10,1347,263,3
848,1,41388,236,11,28,759,378,6
849,8,1880978,1100,175,29,1665,911,3
850,2,34282,116,10,6,644,271,6
851,1,9185,39,0,3,535,296,6
852,24,551333,6824,498,18025,1033,398,1
853,4,68492,667,40,143,68,289,1
854,1,470233,2736,118,371,1153,1906,4
855,27,2591155,5793,3171,794,1788,75,6
856,1,35812,64,1,1,1863,51,3
857,1,59783,84,8,5,2376,4220,4
858,1,1161821,2638,540,208,1782,400,3
859,2,186971,363,37,14,897,631,3
860,1,15372,46,7,40,1728,160,3
861,1,15585,174,12,17,2181,233,6
862,4,1199250,4609,266,227,25,253,3
863,2,329044,465,106,29,1439,9359,4
864,1,144041,319,10,11,1613,291,6
865,5,7526602,62608,3046,2395,962,285,3
866,2,124621,879,25,27,1517,1403,2
867,3,133942,418,44,29,2281,1812,7
868,1,6598,9,0,0,136,600,6
869,1,185743,2535,114,639,899,451,1
870,1,11739,57,2,3,1889,254,3
871,1,130380,900,33,443,1081,282,6
872,1,66139,218,20,14,1284,2373,5
873,60,55332157,139259,11843,5511,1721,245,6
874,10,731822,1069,235,90,863,6707,3
875,5174,91926,1537,55,131,1356,346,6
876,3,312294,904,69,283,1549,870,0
877,8,1645986,24054,489,4995,2314,311,1
878,2,12089,19,5,4,840,6418,4
879,11,568613,920,92,79,1939,761,3
880,52565,63209,0,0,1,1268,21,3
881,2,212770,1772,107,1606,691,325,4
882,2,403130,660,135,33,1657,3590,3
883,2,1361366,1384,757,185,1723,240,6
884,2,2419479,1831,499,68,1762,618,1
885,5,1072196,3070,137,336,739,888,3
886,93,64310773,20397,10258,23,134,0,7
887,2,155844,813,22,142,1805,1189,3
888,6775,8626,23,0,0,1923,97,3
889,1,2059,34,1,5,1246,244,6
890,2,63893,420,18,182,2102,499,3
891,1,21098,211,15,51,288,193,3
892,17,766657,651,257,98,2023,2452,3
893,2,6138,35,1,4,1140,557,2
894,4,128740,154,7,21,2133,579,3
895,1,277606,1725,101,117,2175,863,6
896,2,26848,200,2,91,141,569,3
897,1,289432,1376,60,90,2008,140,3
898,3,1164965,1166,274,100,1347,8526,3
899,1,35441,22,9,2,1276,264,3
900,54,1266723,1865,345,238,1908,301,3
901,2,111543,16,53,0,1307,56,3
902,4,220464,961,69,185,1666,2182,3
903,6,1018682,8718,265,938,1956,2591,3
904,1,195844,643,22,27,2008,314,6
905,1,1387094,10663,260,1859,1355,1174,1
906,2,6064002,62476,2277,2217,2175,334,3
907,1,74778,47,9,1,1476,116,3
908,1,414091,1248,749,25,1377,3655,4
909,2,209764,296,44,31,387,8057,3
910,1,12585,126,3,7,897,329,1
911,335,416,4,0,5,1185,37,3
912,3,591647,563,232,252,1677,2561,3
913,4,449299,1020,98,23,564,658,3
914,1,212438,298,73,62,828,149,3
915,7,69201,172,26,60,2279,940,3
916,1,681582,1364,111,65,2228,831,3
917,8114,12152,14,7,3,1837,210,3
918,1,11151,101,2,17,1285,239,3
919,1,378605,431,59,160,1137,186,3
920,1,8237,481,0,107,621,192,6
921,1574,3911,109,7,17,1538,193,5
922,8,444207,342,129,37,882,8563,4
923,19,49214,36,5,0,2099,939,3
924,1,32947,42,38,2,299,48,6
925,1,109290,461,8,9,2299,303,4
926,10,528926,853,94,16,1772,602,3
927,4,3368,37,4,7,672,688,5
928,1,821015,6235,354,122,424,97,3
929,3,606200,1445,274,132,1524,357,3
930,7,2949850,1673,1220,335,2170,602,3
931,5,1063341,3093,203,84,2214,433,3
932,3,954453,8005,340,2894,1425,438,7
933,10,101947,472,12,62,1936,1112,1
934,1,1364461,15354,157,1672,1490,424,1
935,3,652434,2142,52,304,122,100,3
936,1,63384,102,19,9,1363,4004,4
937,18,3742945,2466,1058,622,948,5328,6
938,1,173721,84,37,5,460,303,3
939,4,420562,1593,104,139,1016,2200,3
940,1,400201,9157,223,1217,1369,574,5
941,1,20003,234,11,62,1863,655,5
942,4,689517,3236,94,266,1172,232,1
943,6,2122534,5281,604,2788,376,350,5
944,1,24366,789,13,85,1486,367,3
945,1,67136,126,20,11,371,135,3
946,4,596406,3052,348,1305,518,455,5
947,1,3130224,17538,1011,263,2008,326,3
948,2,245897,715,52,48,349,275,3
949,2,572640,798,111,354,710,397,3
950,92,1024850,1148,39,53,1371,294,6
951,2,8075,26,5,6,2341,1301,3
952,10,6141689,23944,1220,1809,429,219,4
953,11,591345,2259,357,1273,1572,612,1
954,73,514971,1640,171,86,1175,221,5
955,4,693312,207,166,15,830,541,3
956,1,788877,2724,153,1169,163,362,3
957,2,63473,106,20,9,474,281,3
958,9503,11504,13,2,1,1444,163,3
959,1,22970,409,7,93,2271,265,3
960,1,98795,407,19,22,1057,3623,3
961,1,804,1,1,0,1970,244,6
962,3,123458,47,27,2,219,62,3
963,2,862305,8717,317,2805,482,691,4
964,1,336860,1332,117,275,1844,4507,3
965,7,4426961,177473,3315,31165,1209,448,3
966,2,224613,328,58,18,1811,9155,3
967,5,84,1,0,0,739,113,2
968,9,130094,99,53,3,1245,319,5
969,10,500385,6297,559,1261,2102,56,1
970,1,49456,1966,34,373,582,2602,4
971,12,1438508,9149,387,644,2235,272,6
972,349,153940,446,27,35,657,127,4
973,1,350569,2227,49,320,1607,637,0
974,5,380136,783,110,132,221,336,7
975,6,2074978,3432,619,291,2376,5650,4
976,87335,345753,3729,105,1016,691,396,3
977,4,343081,2355,82,2472,2240,372,4
978,1,1132854,2333,436,158,1449,362,6
979,1,293873,355,125,49,689,9492,3
980,9,363764,335,41,9,449,338,3
981,1,125046,537,69,931,1890,3529,2
982,2,21380,44,5,0,1162,153,6
983,51,2972,42,2,3,800,176,3
984,1,88863,623,14,17,1594,2400,2
985,1,130947,226,80,7,941,8824,3
986,86,1123108,6711,432,353,335,1037,3
987,2,161543,3721,146,1758,1567,1360,3
988,9,39615,167,9,9,119,115,2
989,2,293167,4380,227,624,560,1466,3
990,1,30481,330,23,20,924,241,3
991,1,210711,1845,93,448,852,438,4
992,1,80616,187,15,42,2185,474,3
993,4,1296161,1068,285,85,1704,3387,3
994,4,1826554,1884,847,94,1549,102,3
995,1,783333,2103,254,153,1255,137,3
996,1,432679,2227,80,53,1863,499,6
997,5,191,5,0,0,383,88,3
998,4,77188,246,34,41,1903,2669,6
999,11,1218778,14773,693,4324,294,247,5
1000,1,89540,78,21,2,2348,6991,3
1001,90,664121,379,67,55,72,43,3
1002,4,1419140,22989,260,18112,1173,386,1
1003,1,81545,639,43,1034,365,659,3
1004,2,562978,7223,184,700,1869,248,6
1005,1,4636,7,0,0,514,261,4
1006,4,189779,592,59,14,318,300,5
1007,2,650417,611,244,74,57,7502,3
1008,1,22386,205,8,87,706,1079,2
1009,27650,35424,31,62,0,1971,154,2
1010,3,2058731,3755,558,455,724,1646,6
1011,1,18232,9,0,0,1004,599,3
1012,1,46662,85,32,12,1863,8014,4
1013,1,360652,412,210,59,1270,9006,4
1014,1,3868,27,2,2,2365,213,2
1015,355,121131,541,21,150,2194,414,3
1016,1,27587,75,16,2,1989,1337,2
1017,4,38122,69,3,9,2302,640,4
1018,6,884960,15476,308,5341,2314,433,3
1019,18304,85228,466,5,4,2009,165,3
1020,117,702387,12383,149,1878,984,467,1
1021,2,12119,8,2,0,1863,181,2
1022,2,4528,19,0,3,1609,214,3
1023,1,254387,3738,149,459,468,453,4
1024,2,220,0,0,0,2344,35,3
1025,7,973982,4076,202,199,1574,4273,6
1026,1,607446,3999,185,2198,1530,265,4
1027,919,1419,38,0,8,1255,301,5
1028,1,22519,58,7,27,2201,1453,7
1029,1,280977,510,79,33,1105,372,6
1030,29,361702,388,36,31,145,250,3
1031,2,111897,354,29,31,1244,225,6
1032,1,210165,919,209,198,2020,287,4
1033,62,452377,204,46,20,238,54,3
1034,5,2224039,738,611,94,121,343,3
1035,1,122632,3126,54,434,846,1151,0
1036,13,5888970,14321,1146,1436,984,6005,4
1037,7,533685,3576,66,651,1202,404,6
1038,1,44524,517,4,200,1327,47,6
1039,1,17149,82,6,3,1456,2365,5
1040,2,828537,1163,102,282,1105,334,6
1041,1,12646,54,0,4,1488,667,6
1042,1,168794,760,16,54,387,395,6
1043,1,6219,13,2,0,52,317,3
1044,7,79500,307,35,16,1373,3202,6
1045,1,136601,896,29,128,898,383,5
1046,1,25191,38,3,1,2235,90,1
1047,1,2539725,6176,348,302,2327,154,6
1048,45,1859489,848,467,33,961,840,3
1049,5,1511239,15217,591,5425,1769,1797,7
1050,63,557957,4684,441,763,648,485,1
1051,2,53904,33,6,4,2051,248,3
1052,1,107321,722,22,30,430,63,6
1053,14164,73468,1217,46,113,1377,403,5
1054,1,598772,7427,375,902,1130,430,1
1055,4693,21767,0,0,0,548,181,3
1056,1,55467,369,55,37,504,3642,2
1057,4,1784618,487,336,173,1875,374,7
1058,2,61501,249,27,479,2170,512,3
1059,3,1983280,2060,464,186,1293,7562,3
1060,453147,611322,593,477,63,1025,151,4
1061,79,862323,12381,1467,764,1869,726,3
1062,19,5200677,20056,1081,5586,1966,60,7
1063,1,11950,52,3,0,1553,394,6
1064,1,4076,14,1,2,1965,458,3
1065,1,276949,5506,74,641,242,1155,0
1066,1,112394,119,11,31,1483,2997,4
1067,2,204,8,1,11,1956,595,3
1068,1,22517,107,5,54,1654,187,4
1069,1,3389,13,0,0,40,41,5
1070,8,62883,260,10,63,1571,954,3
1071,1,116695,167,18,8,2044,842,3
1072,1,120542,205,45,55,1534,2167,3
1073,1,327971,1818,66,272,288,242,1
1074,1,214813,57,53,1,1478,4136,3
1075,25,78573,39,21,2,34,138,2
1076,1,13374,44,1,3,1057,818,3
1077,80,1112987,313,229,18,2192,915,4
1078,23927,94015,140,9,11,1809,67,1
1079,118185,130922,22,0,4,767,21,4
1080,54,108933,813,55,199,1274,826,5
1081,1,55496,339,22,216,1553,503,3
1082,1,215746,230,84,17,1241,7749,3
1083,2,148701,209,70,3,199,2085,3
1084,1,48528,1100,5,62,26,978,2
1085,1,391420,3186,391,6770,812,611,3
1086,5,76255,77,15,5,444,242,0
1087,2,834852,1743,147,86,1900,366,3
1088,1,850779,2007,137,390,656,188,1
1089,2,766428,3838,1451,4091,371,300,1
1090,1,3760070,9328,1803,1367,651,4379,6
1091,2,331,11,0,2,1255,504,3
1092,2,152,1,0,2,1826,30,3
1093,5,4200,2,0,0,876,685,3
1094,2,386041,641,36,16,634,241,7
1095,2,374664,758,134,25,1948,226,3
1096,9,6295954,47209,2022,4209,872,169,3
1097,1,76838,311,13,27,2306,186,4
1098,1,1423057,8854,276,645,1924,268,3
1099,1,202293,281,19,14,2078,289,3
1100,2,321530,476,100,95,1167,240,3
1101,1,196,0,0,0,634,58,2
1102,5,867,3,0,1,1097,1459,4
1103,3,113761,1011,8,77,317,113,3
1104,1,30601,140,6,1,1737,563,6
1105,1,131731,93,30,16,305,8380,4
1106,1,21553,403,6,20,885,290,5
1107,1,44167,33,18,1,2312,8893,4
1108,1,13394,124,1,11,746,334,6
1109,1,509665,4098,61,158,1542,224,3
1110,1,1881862,308,189,41,1948,116,3
1111,43,300826,351,79,47,2,901,3
1112,2,65589,73,11,2,2060,8878,3
1113,2,173525,424,49,26,2063,186,2
1114,7,118888,61,23,5,1958,93,3
1115,2,106958,461,11,61,2021,252,6
1116,1,20332,99,10,7,1140,505,2
1117,8,506843,5047,244,386,1458,1280,4
1118,1,555504,1043,96,41,1897,438,3
1119,1,27935,331,11,37,1215,131,3
1120,1,780581,10152,130,1209,716,449,1
1121,1,165566,3319,581,644,608,327,3
1122,105,2560633,9573,947,872,761,252,6
1123,1,467,24,0,19,227,763,5
1124,1,205345,265,27,53,691,221,3
1125,10,487096,5784,268,960,556,319,1
1126,1,234343,310,49,52,753,42317,6
1127,1,75986,38,15,7,584,7511,4
1128,1,4563,41,3,0,2090,14,3
1129,4,481891,543,197,285,1134,2263,3
1130,1,5774,27,0,1,1044,143,6
1131,1,396765,1890,105,861,2288,357,3
1132,1058,12334,91,6,21,1896,261,6
1133,2,82558,84,28,14,1693,306,3
1134,2,90231,135,15,15,1645,1223,3
1135,1,679480,17915,2077,1890,1981,604,3
1136,2,807683,441,179,20,387,882,3
1137,9,85356,150,0,3,488,259,3
1138,3,1820759,42025,1609,16726,129,456,3
1139,1,159762,2657,1335,500,1640,428,4
1140,1,71160,2774,38,189,924,1042,0
1141,1,39491,1193,9,43,222,294,3
1142,1,322494,285,53,1,1480,130,2
1143,1,547,14,1,9,1785,2580,0
1144,3,19922,102,3,30,153,453,3
1145,11,661629,735,106,15,1477,365,3
1146,3782,5751,2,0,0,1850,402,3
1147,1,1244404,32590,205,6651,234,210,1
1148,2,274696,467,16,32,411,364,3
1149,3,34945,143,3,6,1880,228,6
1150,2,230886,2323,37,470,2275,393,5
1151,1,72961,223,26,46,870,362,0
1152,228,12104341,11820,3825,1847,702,7250,6
1153,2,13900,19,2,4,218,551,3
1154,1,7639,43,1,1,1816,277,4
1155,1,9696,18,1,1,1283,51,3
1156,1,3225,105,2,20,2264,432,1
1157,3,914587,6831,344,0,256,3147,3
1158,2,155052,1639,40,1220,365,196,4
1159,1,150952,2017,298,323,1399,193,3
1160,2,25061,446,3,55,1766,653,5
1161,3,281436,1233,37,50,1522,641,3
1162,1,21752,424,4,140,2376,490,6
1163,1,17350,197,6,18,618,281,6
1164,1,542553,1396,156,160,2369,1365,3
1165,1,23668,29,4,1,1239,206,6
1166,3,55269,209,118,19,2152,474,1
1167,7,900944,3358,228,198,1800,2901,6
1168,1,1738512,3548,116,189,1004,203,6
1169,1,100378,261,6,10,1366,116,3
1170,1,817456,2392,75,84,61,215,4
1171,1,6828,6,0,2,871,51,6
1172,2,109747,391,63,23,2093,1952,5
1173,3,67734,250,8,17,430,511,3
1174,4,162273,123,14,3,2291,219,3
1175,1,244082,821,37,51,2072,234,3
1176,1,5991,0,0,3,1812,164,3
1177,2,11858,45,17,13,572,83,1
1178,2,176760,374,53,78,1574,607,3
1179,3,2832,7,0,1,1474,82,4
1180,13,3658826,15179,563,671,415,205,6
1181,39,219978,606,25,5,1706,309,4
1182,31,166649,782,26,25,1165,145,4
1183,1,59233,236,29,226,208,626,3
1184,12,1090672,8173,973,1104,2256,137,3
1185,4,84597,816,56,142,2314,211,3
1186,2,666513,1103,116,77,820,337,3
1187,10,956736,6412,208,389,1039,223,6
1188,1,79538,144,7,13,1586,165,3
1189,1,195626,2131,136,661,461,397,5
1190,2,690018,2061,223,140,1761,141,2
1191,47504,51583,94,15,9,696,228,6
1192,2,4687998,26468,1579,1009,109,274,3
1193,1,232075,1768,332,83,534,512,6
1194,3,988161,1372,337,175,643,493,3
1195,3,3352068,2917,834,219,128,106,7
1196,1,893517,1012,136,545,1838,149,7
1197,1,154860,890,19,11,316,173,2
1198,704516,919357,2294,396,299,677,230,6
1199,22,661955,1055,102,71,211,704,3
1200,1583846,17070057,98594,4234,7276,2307,189,4
1201,1,1698868,815,292,45,2124,1228,6
1202,36,3304727,3386,260,153,891,274,6
1203,4,97575,159,14,17,349,282,3
1204,7,98186,137,18,10,1907,286,3
1205,2,336335,4200,52,561,2235,325,0
1206,1,15965,62,1,0,1975,553,6
1207,2,201454,138,64,20,1491,141,4
1208,42,19221442,160147,12493,12622,1781,191,3
1209,5,1573401,29725,644,1920,1384,5290,1
1210,1,42492,16,25,22,444,112,0
1211,3,344895,2013,130,397,1155,276,3
1212,10,1443315,3592,642,301,1734,795,3
1213,4,263086,160,54,27,204,2533,3
1214,1,1577433,3648,190,251,1967,325,1
1215,1,87622,219,5,26,1524,89,0
1216,1,399768,262,112,33,442,117,3
1217,7,783117,15872,234,3761,2324,398,1
1218,1,142731,1584,38,628,1464,1171,2
1219,1,484524,1895,111,177,1177,107,3
1220,4,889255,5816,626,681,1547,154,7
1221,8,439968,252,122,50,1242,617,3
1222,1,45996,579,21,23,1895,883,3
1223,1,242342,440,108,28,347,633,3
1224,2,89013,156,12,19,1072,495,3
1225,1,217121,395,29,44,1686,168,0
1226,9,2575726,21756,359,702,104,312,6
1227,2,1200,17,0,2,401,243,6
1228,1,203457,1844,39,73,661,224,2
1229,1,26848,185,3,7,1119,275,2
1230,1,14968,23,9,4,1936,475,3
1231,2,34705,1059,12,35,149,254,3
1232,12,1380036,1772,448,102,2222,3209,3
1233,4,5109579,16900,1730,4623,423,515,3
1234,1,83062,133,24,13,2184,2134,3
1235,2,342917,170,89,23,1825,129,7
1236,146,5482871,52911,2135,2450,696,263,3
1237,4,393364,717,87,56,1640,2739,4
1238,1,164911,259,14,32,853,113,6
1239,1,325306,928,106,129,1058,146,1
1240,1,37886,51,4,3,334,89,0
1241,12,432640,230,57,15,1382,183,3
1242,3,409836,981,58,119,1090,262,1
1243,3,102557,64,5,11,1512,252,3
1244,406,2944,19,1,11,729,188,3
1245,1,37634,87,5,10,1029,218,6
1246,19,968705,15187,222,1659,2001,296,6
1247,32,2783473,20973,1507,1420,996,866,5
1248,1,750164,1939,143,626,1891,309,4
1249,1,172509,401,14,20,1196,433,3
1250,3210,271306,2757,72,141,1268,2695,2
1251,1,3927,5,0,0,933,101,3
1252,1,707,2,0,0,1760,99,3
1253,1,159152,0,0,0,977,177,3
1254,20,588913,515,191,35,2226,628,4
1255,1,23234,18,10,0,223,62,3
1256,1,41939,386,14,47,58,87,3
1257,16,613582,1446,111,90,1139,769,3
1258,1,4664358,58103,1047,4864,2282,874,3
1259,63,3330455,8259,265,615,1057,282,6
1260,1,1064413,6772,465,2681,527,586,3
1261,1,8190,81,1,10,1499,582,3
1262,5,3808454,17121,1402,759,715,164,4
1263,1,50847,156,19,14,1419,40,3
1264,4,733019,784,207,90,1327,9052,3
1265,2,440805,2071,493,1233,658,2586,3
1266,8,8072739,36953,2033,7465,1260,445,3
1267,1,156371,158,106,4,183,51,3
1268,1,205016,2437,185,194,1754,297,1
1269,9,1655,2,0,0,1549,21,4
1270,117,24591440,30590,5231,1727,1228,281,3
1271,1,324993,927,92,134,1114,183,3
1272,1,321629,2131,118,1020,1961,471,5
1273,12,51231,1468,32,286,1749,416,3
1274,1,185325,216,41,12,1560,9622,3
1275,4,1182672,3103,179,111,1457,271,6
1276,3,459047,387,152,141,61,2620,3
1277,1,1591,22,0,9,540,135,3
1278,68,3476965,3863,1870,240,2311,1321,3
1279,13,1526649,2107,392,99,1353,826,3
1280,14,429636,1188,199,85,1720,347,3
1281,5,1993660,2824,291,95,753,237,3
1282,2,242775,871,56,41,1673,3150,2
1283,1,27406,108,9,7,510,2182,5
1284,3,422023,4497,232,1827,1884,166,3
1285,1,66843,42,7,0,2247,118,3
1286,1,16437,7,1,1,247,80,3
1287,24,1020503,2262,171,165,1150,67,3
1288,1,73319,1090,1663,727,58,247,3
1289,2,22577,149,1,12,1044,194,6
1290,1,79050,106,8,9,323,462,3
1291,2,189463,312,100,35,287,2297,3
1292,9,294256,451,92,56,1430,1346,3
1293,4,1840149,2488,378,360,1376,172,7
1294,1,408698,1923,25,56,1252,248,6
1295,11,564577,0,0,140,1740,457,5
1296,1,958000,11676,394,1245,1617,353,5
1297,2,136054,39,29,3,1056,7713,4
1298,19,1104199,6250,1062,377,572,251,1
1299,3,11154,407,13,116,2307,903,1
1300,10,551270,955,116,52,494,709,3
1301,1,90426,76,20,8,280,316,3
1302,1,7926,12,0,2,845,21,3
1303,16,272391,231,58,132,1731,183,3
1304,6020,26044,88,10,8,971,340,0
1305,4,192344,1028,16,39,1922,669,3
1306,2,109976,1592,70,208,104,430,3
1307,1,437356,11730,344,2170,2385,407,3
1308,8,16727,4,3,0,1830,678,3
1309,3,1833881,584,277,53,1855,102,7
1310,2,49239,122,7,27,1865,422,5
1311,1,86809,101,5,14,1897,462,3
1312,2,1208466,1734,247,195,2376,5384,4
1313,43,815717,1619,101,92,789,255,3
1314,1,122729,1471,42,66,2102,149,3
